artists,titles,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
The Veronicas,Untouched,0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,255360.0,2
The Ting Tings,Hands,0.777,0.897,-3.744,0.0304,0.0279,7.28e-06,0.146,0.798,129.971,199400.0,4
Panic! At The Disco,Emperor's New Clothes,0.562,0.904,-4.947,0.0807,0.00302,0.0,0.0433,0.651,94.481,158667.0,6
The Breeders,Cannonball,0.498,0.685,-11.795,0.0394,0.00971,0.775,0.365,0.765,112.49,215573.0,5
David Hasselhoff,"True Survivor - From ""Kung Fury""",0.647,0.973,-5.059,0.0766,0.0369,0.0,0.0507,0.344,149.055,221653.0,2
Oingo Boingo,Weird Science,0.648,0.854,-11.248,0.0377,0.0286,0.0176,0.818,0.724,128.038,365107.0,3
Drake,One Dance,0.792,0.625,-5.609,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987.0,6
Kero One,In All the Wrong Places,0.778,0.597,-6.628,0.105,0.3,1.5e-06,0.126,0.56,90.04,467152.0,0
Adele,Chasing Pavements,0.615,0.472,-6.073,0.0267,0.325,0.0,0.115,0.327,80.072,210507.0,6
Zara Larsson,Lush Life,0.694,0.712,-3.923,0.046,0.133,0.0,0.211,0.799,98.022,201122.0,4
Semisonic,Closing Time,0.478,0.854,-5.454,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160.0,6
The Naked And Famous,Young Blood,0.579,0.865,-4.692,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600.0,3
The Weeknd,Starboy,0.682,0.592,-7.033,0.281,0.169,5.49e-06,0.136,0.5,186.041,230467.0,2
Laura Marling,Devil's Spoke,0.447,0.568,-9.172,0.0423,0.473,0.00028,0.0824,0.309,117.561,218188.0,1
Blues Traveler,Run-Around,0.591,0.907,-5.648,0.0837,0.0675,0.0,0.0903,0.817,151.961,280093.0,4
John Mayer,Daughters,0.674,0.413,-7.816,0.0274,0.836,1.95e-05,0.098,0.503,124.893,237907.0,1
Thirty Seconds To Mars,The Kill,0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,2
Panic! At The Disco,London Beckoned Songs About Money Written by Machines,0.513,0.934,-3.347,0.163,0.0433,0.0,0.832,0.591,169.907,203613.0,3
Paramore,Misguided Ghosts,0.567,0.266,-11.217,0.0343,0.73,4.91e-05,0.116,0.236,106.46,181507.0,1
Elton John,Bennie And The Jets - Remastered 2014,0.666,0.668,-7.961,0.0523,0.251,5.77e-06,0.499,0.765,132.666,322549.0,3
Billy Joel,We Didn't Start the Fire,0.712,0.967,-5.206,0.047,0.0771,0.0,0.356,0.895,145.024,287733.0,4
Sugar Ray,Someday - Remastered,0.743,0.67,-4.547,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333.0,4
Sugar Ray,Fly,0.835,0.648,-8.15,0.0488,0.0202,0.225,0.308,0.674,99.701,244640.0,0
John Rzeznik,"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",0.531,0.597,-9.004,0.0324,0.000403,0.00105,0.063,0.33,110.791,251467.0,6
Fall Out Boy,Immortals,0.616,0.868,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387.0,3
3 Doors Down,It's Not My Time,0.532,0.935,-4.798,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960.0,6
Shinedown,State of My Head,0.486,0.94,-4.237,0.0605,0.00919,0.0,0.0777,0.42,79.727,205653.0,6
Journey,Who's Crying Now,0.568,0.605,-7.43,0.0286,0.107,0.0,0.117,0.403,122.041,301133.0,6
The Killers,Human,0.557,0.824,-6.947,0.0776,0.0018,0.000542,0.0999,0.611,135.446,245360.0,4
The Strokes,You Only Live Once,0.63,0.908,-2.42,0.0326,0.0238,0.592,0.116,0.968,120.522,189227.0,4
Mumford & Sons,Believe,0.362,0.668,-5.975,0.0431,0.035,0.0212,0.219,0.344,113.996,220867.0,6
The Lumineers,Ho Hey,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,1
The Chainsmokers,Closer,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0,0
Cream,Sunshine Of Your Love,0.684,0.481,-12.59,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000.0,1
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,0.877,0.854,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120.0,0
Michael Jackson,Man in the Mirror - 2012 Remaster,0.808,0.812,-5.012,0.0381,0.52,7.91e-05,0.134,0.269,100.331,318680.0,6
Kenny Loggins,Footloose,0.546,0.895,-7.189,0.0579,0.0819,1.42e-05,0.077,0.494,174.089,220172.0,2
Billy Joel,The Longest Time,0.506,0.327,-9.574,0.0286,0.183,0.0,0.11,0.627,169.588,216640.0,2
Sheryl Crow,Soak Up The Sun,0.717,0.733,-4.985,0.0427,0.0398,0.0,0.136,0.713,119.996,292307.0,4
Yellowcard,Ocean Avenue,0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267.0,4
Corinne Bailey Rae,Put Your Records On,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360.0,6
Incubus,Wish You Were Here,0.246,0.768,-7.48,0.0387,0.000631,0.301,0.102,0.35,169.873,212733.0,2
John Mayer,Bigger Than My Body,0.608,0.937,-3.071,0.033,0.0121,0.0403,0.309,0.515,117.304,265960.0,6
KT Tunstall,Suddenly I See,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38,201707.0,6
Good Charlotte,Lifestyles of the Rich & Famous,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173.0,6
Dermot Kennedy,After Rain,0.48,0.418,-9.622,0.0312,0.505,0.00416,0.11,0.319,132.404,294000.0,1
Dave Matthews Band,Satellite,0.719,0.647,-7.229,0.0285,0.203,2.44e-05,0.0962,0.589,125.148,290533.0,6
Green Day,Good Riddance (Time of Your Life),0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,0.648,94.605,153467.0,6
Oasis,Wonderwall,0.409,0.892,-4.373,0.0336,0.000807,0.0,0.207,0.651,174.426,258613.0,2
Vertical Horizon,You're a God,0.649,0.852,-6.519,0.0307,0.00119,3.32e-05,0.0937,0.288,96.653,218760.0,6
Lily Allen,Smile,0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506,196893.0,6
The Doobie Brothers,Listen to the Music,0.643,0.526,-15.147,0.0349,0.214,4.21e-06,0.069,0.881,105.922,227173.0,0
Panic! At The Disco,The Only Difference Between Martyrdom and Suicide Is Press Coverage,0.501,0.933,-3.476,0.198,0.0457,0.0,0.376,0.708,170.13,174867.0,4
Natasha Bedingfield,Love Like This (feat. Sean Kingston),0.781,0.791,-3.903,0.0468,0.145,0.0,0.127,0.902,76.998,222293.0,0
Buzz McCoy,Rivers Of Blood Years Of Darkness,0.581,0.973,-5.682,0.127,7.77e-06,0.661,0.254,0.325,107.604,374467.0,5
My Life With The Thrill Kill Kult,Sexplosion,0.686,0.718,-10.806,0.067,0.000937,0.0511,0.508,0.79,106.376,352733.0,3
Fatboy Slim,Gangster Trippin',0.724,0.906,-5.914,0.124,0.0921,0.00039,0.178,0.695,101.739,211960.0,0
Donovan,Wear Your Love Like Heaven,0.619,0.557,-10.715,0.0351,0.404,0.0,0.181,0.831,116.065,146867.0,4
Kina Grannis,Valentine,0.857,0.358,-11.79,0.0432,0.293,0.0,0.106,0.521,124.961,150707.0,0
Uncle Kracker,Follow Me,0.817,0.585,-4.688,0.0301,0.439,0.0,0.147,0.916,105.014,218440.0,0
UNKLE,Burn My Shadow,0.295,0.812,-7.28,0.0973,0.0217,0.0164,0.151,0.174,193.985,295547.0,2
Crazy Town,Butterfly,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502,216733.0,6
DJ Khaled,For Free (feat. Drake),0.916,0.571,-8.241,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695.0,0
Limp Bizkit,Behind Blue Eyes,0.585,0.497,-6.643,0.0264,0.495,0.0,0.117,0.102,120.309,269973.0,1
The Red Jumpsuit Apparatus,Face Down,0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956,192000.0,6
Days Of The New,"Touch, Peel And Stand",0.573,0.622,-7.948,0.033,0.0543,1.77e-06,0.295,0.825,81.667,297147.0,6
New Radicals,You Get What You Give,0.621,0.901,-5.396,0.0302,0.17,0.0,0.0875,0.744,113.967,300773.0,4
Oleander,Why I'm Here,0.642,0.673,-7.154,0.0248,0.0114,0.00156,0.11,0.423,100.004,238093.0,6
The Wallflowers,One Headlight,0.701,0.539,-8.968,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627.0,0
Garbage,Stupid Girl,0.59,0.802,-4.163,0.0356,0.00226,0.00143,0.0392,0.696,120.051,258133.0,4
CAKE,The Distance,0.456,0.752,-8.121,0.09,0.0095,0.00145,0.0573,0.897,183.569,179600.0,4
Red Hot Chili Peppers,Dark Necessities,0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000.0,6
The Raconteurs,Salute Your Solution,0.266,0.946,-2.855,0.171,0.00781,2.73e-06,0.26,0.498,168.461,179973.0,2
Staind,Epiphany,0.559,0.487,-9.349,0.0266,0.0327,0.0814,0.129,0.145,149.961,256133.0,2
Staind,Outside,0.515,0.594,-4.708,0.0262,0.00844,0.00658,0.0752,0.218,146.564,293133.0,2
Creed,With Arms Wide Open,0.415,0.534,-8.432,0.0305,0.00362,0.000433,0.118,0.142,138.996,274800.0,2
Staind,Fade,0.471,0.846,-3.632,0.0416,0.00209,0.0369,0.126,0.255,116.469,242600.0,6
Staind,Mudshovel,0.328,0.826,-5.085,0.0362,0.000224,0.000944,0.0818,0.341,106.606,282093.0,6
Staind,Everything Changes,0.5,0.612,-4.944,0.0332,0.0267,0.157,0.404,0.0668,124.992,238427.0,6
Daughtry,Over You,0.423,0.922,-2.6,0.0411,0.017,0.0,0.102,0.567,156.046,204853.0,2
Daughtry,Life After You,0.434,0.764,-3.45,0.0299,0.0534,0.0,0.437,0.309,51.316,206413.0,6
Daughtry,Crawling Back To You,0.426,0.9,-3.428,0.0479,0.00667,0.0,0.191,0.161,151.036,225400.0,2
Daughtry,Feels Like Tonight,0.483,0.903,-3.151,0.0451,0.000849,0.0,0.118,0.318,130.986,238733.0,6
The Calling,Wherever You Will Go,0.558,0.719,-5.113,0.0267,0.0367,0.0,0.115,0.371,112.027,208600.0,6
Finger Eleven,Paralyzer,0.645,0.938,-3.472,0.0451,0.163,0.0,0.23,0.884,106.01,208107.0,4
Lifehouse,Halfway Gone,0.543,0.919,-4.831,0.0415,0.000449,0.0,0.243,0.498,125.023,195307.0,6
Lifehouse,Sick Cycle Carousel,0.447,0.801,-5.237,0.0308,0.00131,1.16e-06,0.0803,0.42,95.46,261733.0,6
Matchbox Twenty,If You're Gone - 2007 Remaster,0.399,0.681,-6.457,0.031,0.507,1.23e-06,0.102,0.347,109.716,274293.0,6
Matt Nathanson,Come On Get Higher,0.672,0.623,-5.699,0.0297,0.241,0.0,0.0848,0.617,92.018,215173.0,6
Anna Nalick,Breathe (2 AM),0.342,0.451,-7.706,0.0305,0.381,0.0,0.0919,0.244,113.33,280000.0,1
David Cook,Light On,0.446,0.834,-4.014,0.0341,0.0794,0.0,0.114,0.363,132.034,228827.0,6
David Cook,The Time of My Life,0.414,0.578,-6.383,0.0287,0.0541,0.0,0.124,0.281,154.96,216147.0,2
David Cook,Come Back to Me,0.476,0.895,-4.857,0.0299,0.0101,1.02e-06,0.127,0.632,108.087,248000.0,6
Thriving Ivory,Angels on the Moon,0.475,0.792,-3.226,0.0331,0.268,0.0,0.102,0.222,75.769,252800.0,6
Paramore,Ignorance,0.522,0.964,-2.645,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627.0,2
Paramore,Monster - Transformers Soundtrack Version,0.413,0.969,-2.599,0.119,2.87e-05,0.000753,0.371,0.374,164.999,200147.0,2
Everlast,What It's Like,0.678,0.556,-7.423,0.0281,0.0904,0.0334,0.0866,0.405,85.158,303133.0,6
Natalie Imbruglia,Torn,0.575,0.886,-5.182,0.034,0.0647,0.000187,0.709,0.609,96.31,244667.0,3
Stone Temple Pilots,Vasoline,0.296,0.989,-4.945,0.111,0.00141,0.000167,0.0911,0.324,168.894,174760.0,2
Jet,Look What You've Done,0.398,0.547,-6.846,0.0261,0.414,0.00143,0.146,0.305,73.396,230880.0,6
Nickelback,Photograph,0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916,258920.0,2
Nickelback,Savin' Me,0.441,0.815,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007,219320.0,2
Nickelback,If Today Was Your Last Day,0.485,0.911,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956,249067.0,6
Nickelback,Far Away,0.518,0.797,-5.153,0.0309,0.000681,0.0,0.107,0.293,132.918,238173.0,6
Nickelback,Rockstar,0.616,0.91,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072,252040.0,4
Nickelback,How You Remind Me,0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094,223840.0,2
Nickelback,Gotta Be Somebody,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653.0,6
Avril Lavigne,Complicated,0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507.0,6
Avril Lavigne,What the Hell,0.571,0.932,-3.68,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627.0,4
Avril Lavigne,Girlfriend,0.56,0.959,-2.433,0.102,0.000738,0.000206,0.209,0.67,163.983,216600.0,4
Bush,Glycerine,0.426,0.274,-14.259,0.0341,0.0602,0.00185,0.0975,0.102,114.225,266507.0,1
Bush,Machinehead,0.236,0.866,-7.296,0.0791,3.57e-05,0.00493,0.1,0.184,113.112,256360.0,2
Bush,Comedown,0.457,0.743,-7.835,0.0567,0.000154,0.000431,0.107,0.379,139.659,326600.0,2
Bush,Everything Zen,0.486,0.783,-7.108,0.0422,0.000608,0.00928,0.148,0.36,134.277,278133.0,2
Bush,Little Things,0.368,0.902,-5.524,0.0661,0.000201,0.0,0.14,0.228,112.64,264293.0,6
Chevelle,The Red,0.509,0.843,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400.0,2
Chevelle,Send the Pain Below,0.468,0.851,-3.617,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360.0,6
Creed,Higher,0.458,0.829,-6.253,0.0357,5.64e-05,0.000143,0.21,0.451,155.759,316733.0,2
Creed,My Sacrifice,0.317,0.877,-6.027,0.0505,0.000112,1.5e-06,0.0757,0.258,146.325,294600.0,2
Three Days Grace,I Hate Everything About You,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0,6
America,A Horse with No Name,0.654,0.506,-17.18,0.0535,0.686,0.0155,0.155,0.831,123.179,252240.0,1
Stone Sour,Bother,0.272,0.281,-7.634,0.0287,0.388,2.29e-05,0.158,0.141,89.914,240400.0,1
Hoobastank,The Reason,0.473,0.643,-4.67,0.0293,0.0134,0.0,0.16,0.0781,82.95,232800.0,6
Hoobastank,Crawling In The Dark,0.592,0.932,-4.491,0.0885,0.000295,7.59e-05,0.138,0.698,93.675,175027.0,6
Steve Miller Band,Fly Like An Eagle,0.561,0.754,-12.769,0.112,0.61,0.0194,0.328,0.642,100.08,282693.0,0
Sugar Ray,Fly (feat. Super Cat) - Remastered,0.809,0.716,-6.725,0.0945,0.0255,0.00344,0.0493,0.689,99.724,292600.0,0
Glenn Miller,Pennsylvania 6-5000,0.7,0.278,-12.723,0.135,0.883,0.542,0.191,0.511,144.888,191933.0,1
The Getaway People,Good Life,0.639,0.945,-2.654,0.0641,0.00711,4.96e-06,0.33,0.735,94.118,209173.0,4
Natasha Bedingfield,Unwritten,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333.0,6
Ella Fitzgerald,It Don't Mean a Thing,0.548,0.428,-11.41,0.072,0.36,0.0,0.186,0.724,144.465,255200.0,4
Florence + The Machine,Dog Days Are Over,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840.0,2
Florence + The Machine,You've Got The Love,0.574,0.704,-4.72,0.0319,0.00455,0.0,0.107,0.368,109.999,168667.0,6
Florence + The Machine,Ship To Wreck,0.564,0.923,-3.843,0.0325,0.00147,0.0,0.277,0.587,141.991,234526.0,4
Staind,Believe,0.537,0.736,-4.721,0.0284,0.000659,0.00281,0.15,0.227,113.933,257307.0,6
Babes,Hey My Man,0.542,0.633,-6.746,0.0279,0.0772,0.192,0.133,0.548,95.022,141529.0,6
Aimee Mann,Save Me,0.616,0.346,-10.438,0.0304,0.604,0.00232,0.0914,0.344,143.351,274493.0,1
The Airborne Toxic Event,The Graveyard Near The House,0.576,0.312,-13.733,0.0296,0.692,3.12e-06,0.108,0.399,97.955,295480.0,1
Odessa,Hummed Low,0.426,0.499,-11.131,0.0706,0.519,9.27e-06,0.102,0.438,189.733,215173.0,2
Emilie Autumn,Swallow (Filthy Victorian Mix By Perfidious Words),0.549,0.741,-7.988,0.0352,0.00294,0.0104,0.044,0.647,165.941,307347.0,2
She Wants Revenge,These Things,0.621,0.543,-8.51,0.0288,0.185,0.0868,0.115,0.365,122.995,312613.0,6
Staind,Open Your Eyes,0.515,0.963,-2.931,0.17,0.00257,0.0227,0.14,0.377,108.336,230000.0,6
Staind,Pressure,0.491,0.86,-3.116,0.0525,9.8e-05,0.329,0.0878,0.522,111.553,202707.0,6
Staind,Change,0.414,0.887,-5.116,0.0769,0.00722,0.0131,0.689,0.514,121.752,217293.0,3
Staind,Can't Believe,0.343,0.828,-3.621,0.0649,1.89e-05,0.305,0.0948,0.385,66.311,167933.0,6
Staind,Suffer,0.479,0.936,-2.669,0.064,8.24e-05,0.00383,0.0786,0.319,126.649,238413.0,6
Staind,Warm Safe Place,0.362,0.881,-3.222,0.0575,0.00473,0.00446,0.127,0.304,118.599,275560.0,6
Staind,For You,0.318,0.958,-2.683,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200.0,2
Staind,Waste,0.443,0.538,-4.777,0.0342,0.0149,0.00878,0.097,0.366,105.122,236493.0,6
Staind,Take It,0.413,0.944,-3.811,0.107,0.00461,0.0165,0.117,0.304,100.569,215707.0,6
Ben Konstantinovic,The Journey,0.403,0.469,-9.662,0.0317,0.257,0.79,0.101,0.328,112.166,184112.0,5
Linkin Park,The Little Things Give You Away,0.562,0.479,-7.233,0.0278,0.036,0.000126,0.0562,0.113,140.051,383507.0,2
The Civil Wars,Eavesdrop,0.512,0.381,-7.478,0.0258,0.784,0.0,0.109,0.114,82.626,215400.0,1
Simple Plan,Welcome to My Life,0.421,0.858,-4.535,0.0963,0.0134,0.0,0.067,0.491,173.255,206773.0,2
The Civil Wars,My Father's Father,0.523,0.182,-14.639,0.03,0.934,0.00232,0.109,0.191,92.586,200440.0,1
Sia,Breathe Me,0.544,0.63,-7.523,0.0335,0.034,0.573,0.0961,0.202,120.064,274933.0,5
3 Doors Down,Let Me Be Myself,0.496,0.675,-6.155,0.028,0.00468,1.16e-05,0.114,0.493,153.988,228627.0,2
Avril Lavigne,Here's to Never Growing Up,0.487,0.876,-3.152,0.0946,0.011,0.0,0.401,0.725,164.997,214320.0,4
Hozier,Take Me To Church,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241688.0,6
Johnny Cash,Ring of Fire,0.661,0.517,-8.004,0.0269,0.267,0.000158,0.431,0.676,104.563,155707.0,6
Johnny Cash,I Walk the Line,0.713,0.258,-14.59,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533.0,1
Johnny Cash,Hurt,0.544,0.378,-8.607,0.0264,0.719,0.00035,0.105,0.149,91.078,216533.0,1
Frank Sinatra,Fly Me To The Moon,0.67,0.365,-10.158,0.0564,0.525,0.0,0.0575,0.45,119.344,147147.0,1
Bobby Darin,Mack the Knife,0.549,0.529,-12.291,0.108,0.76,0.0,0.206,0.464,82.755,184333.0,1
Daughtry,Home,0.444,0.85,-3.888,0.0363,0.00197,2e-06,0.198,0.337,143.973,255667.0,2
Daughtry,What About Now,0.362,0.835,-2.826,0.0439,0.0737,0.0,0.166,0.265,161.946,250533.0,2
Daughtry,No Surprise,0.481,0.779,-3.81,0.031,0.00853,0.0,0.0993,0.142,96.029,269693.0,6
Daughtry,September,0.43,0.703,-5.52,0.0342,0.0465,0.0,0.0809,0.328,149.873,240213.0,2
Finger Eleven,One Thing,0.597,0.552,-9.422,0.0345,0.443,0.0,0.0801,0.486,151.986,279573.0,1
Lifehouse,Everything,0.13,0.365,-8.393,0.0313,0.0931,0.0721,0.102,0.039,181.345,367160.0,2
Gramatik,Dungeon Sound,0.781,0.674,-6.266,0.0743,0.00388,0.0568,0.0981,0.442,203.849,232680.0,2
System Of A Down,Chop Suey!,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240.0,2
Kisschasy,Opinions Wont' Keep You Warm At Night,0.438,0.964,-3.366,0.079,0.000756,0.0,0.149,0.744,143.888,186200.0,4
Tonight Alive,What Are You So Scared Of?,0.404,0.829,-5.164,0.0558,0.00161,0.0,0.374,0.359,165.026,216747.0,2
Muse,Time is Running Out,0.585,0.842,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040.0,6
Cauterize,Killing Me,0.485,0.934,-4.593,0.123,0.00707,0.0242,0.355,0.292,177.885,210000.0,2
Theory of a Deadman,Not Meant to Be,0.415,0.781,-6.947,0.0357,0.00401,0.0,0.126,0.261,142.966,215400.0,2
3 Doors Down,Let Me Go,0.48,0.863,-4.914,0.0385,0.0181,0.0,0.111,0.491,91.972,243053.0,6
Shinedown,Sound of Madness,0.328,0.939,-1.654,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987.0,2
Shinedown,Call Me,0.413,0.445,-7.259,0.025,0.438,0.0,0.111,0.117,95.562,222200.0,1
Shinedown,The Crow & the Butterfly,0.319,0.781,-3.496,0.0329,0.0013,0.0,0.0944,0.238,149.002,253600.0,2
Shinedown,If You Only Knew,0.449,0.956,-4.011,0.0398,0.000347,0.0,0.325,0.321,97.011,226640.0,6
Shinedown,Breaking Inside,0.42,0.864,-3.344,0.034,0.0119,0.0,0.0989,0.387,151.954,229427.0,2
Nelly Furtado,Promiscuous,0.818,0.972,-6.032,0.0502,0.0521,4.7e-05,0.168,0.891,114.315,242373.0,4
JAY-Z,Empire State Of Mind,0.491,0.956,-1.538,0.392,0.0295,0.0,0.46,0.811,173.585,276920.0,2
Ben E. King,Stand by Me,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056.0,1
Green Day,When I Come Around,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546,178000.0,4
The Goo Goo Dolls,Name,0.464,0.701,-5.943,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000.0,6
The Prodigy,Mindfields,0.663,0.975,-7.161,0.0465,0.00667,0.736,0.0749,0.416,120.048,340333.0,5
Meat Beat Manifesto,Prime Audio Soup,0.585,0.914,-6.163,0.044,0.000155,0.681,0.324,0.485,126.011,377240.0,5
Rob Dougan,Clubbed to Death - Kurayamino Variation,0.377,0.65,-10.277,0.0284,0.0116,0.827,0.346,0.0978,101.547,447427.0,5
Rob Zombie,Dragula,0.568,0.95,-6.187,0.0639,5.12e-05,5.92e-06,0.0754,0.572,125.046,222987.0,4
Deftones,Change (In the House of Flies),0.269,0.853,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533.0,2
Deftones,My Own Summer (Shove It),0.443,0.781,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760.0,6
Deftones,Swerve City,0.457,0.964,-2.963,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987.0,3
Incubus,Pardon Me,0.579,0.812,-6.509,0.0693,0.00114,0.00333,0.115,0.278,152.002,223747.0,2
Incubus,Privilege,0.681,0.829,-6.894,0.101,0.000511,1.09e-05,0.112,0.782,94.067,234000.0,0
Incubus,Nowhere Fast,0.553,0.754,-6.59,0.0338,0.000235,0.0195,0.144,0.193,150.216,270227.0,2
Incubus,Consequence,0.51,0.94,-5.358,0.0596,0.000119,0.2,0.257,0.471,150.076,198787.0,2
Incubus,When It Comes,0.586,0.784,-6.435,0.0348,0.000194,1.67e-05,0.463,0.466,131.953,240253.0,3
Incubus,Stellar,0.582,0.765,-6.544,0.0376,0.00106,0.0506,0.344,0.528,128.164,200493.0,6
Incubus,Clean,0.39,0.681,-6.4,0.151,0.00119,9.13e-05,0.0677,0.373,193.778,235707.0,2
Disturbed,Stricken,0.402,0.969,-2.825,0.181,9.14e-05,0.0325,0.225,0.262,173.847,245227.0,2
Disturbed,Indestructible,0.429,0.966,-4.605,0.0733,0.000209,0.124,0.371,0.525,179.956,278027.0,2
Disturbed,Inside the Fire,0.463,0.962,-6.43,0.0704,0.000233,0.109,0.0906,0.66,94.003,231573.0,6
Disturbed,Stupify,0.49,0.938,-3.916,0.129,0.00234,2.17e-05,0.186,0.437,196.143,274160.0,2
Disturbed,Voices,0.612,0.972,-4.328,0.0919,0.000303,0.00277,0.0817,0.576,109.989,191867.0,6
Queen,Don't Stop Me Now,0.557,0.761,-9.58,0.167,0.057,0.00109,0.567,0.666,156.442,209600.0,3
"Earth, Wind & Fire",Shining Star,0.676,0.692,-13.093,0.052,0.668,0.00915,0.13,0.799,102.516,170160.0,0
"Earth, Wind & Fire",Let's Groove,0.869,0.648,-8.698,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320.0,0
N.W.A.,Express Yourself - Extended Mix,0.883,0.785,-7.554,0.258,0.00215,0.0,0.209,0.749,96.21,282667.0,0
She Wants Revenge,Red Flags And Long Nights,0.627,0.543,-8.249,0.0319,0.00208,0.462,0.135,0.434,143.232,308987.0,5
Florence + The Machine,Between Two Lungs,0.551,0.418,-6.403,0.0423,0.242,4.93e-06,0.12,0.417,149.969,249240.0,2
Florence + The Machine,Cosmic Love,0.523,0.811,-5.386,0.0373,0.14,0.000321,0.122,0.112,139.995,255907.0,2
Florence + The Machine,Hurricane Drunk,0.436,0.867,-4.62,0.21,0.211,4.69e-05,0.322,0.239,184.011,193347.0,2
Florence + The Machine,Drumming Song,0.442,0.812,-4.803,0.0525,0.00152,0.000856,0.0969,0.454,200.115,223827.0,2
Florence + The Machine,I'm Not Calling You A Liar,0.583,0.525,-5.428,0.0572,0.356,0.0,0.28,0.37,117.991,185333.0,6
Florence + The Machine,Howl,0.584,0.858,-4.026,0.0654,0.0078,0.000467,0.166,0.273,129.998,214053.0,6
Florence + The Machine,"How Big, How Blue, How Beautiful",0.372,0.539,-4.941,0.0324,0.605,0.000616,0.177,0.0825,129.808,334817.0,1
Florence + The Machine,Queen Of Peace,0.47,0.894,-2.621,0.0418,0.0322,5.4e-05,0.0903,0.311,126.03,307347.0,6
Childish Gambino,Redbone,0.745,0.356,-10.425,0.0941,0.172,0.00943,0.123,0.607,160.033,326933.0,0
Childish Gambino,3005,0.473,0.461,-6.474,0.333,0.149,0.0,0.0973,0.615,165.985,234213.0,2
Gang Starr,Mass Appeal,0.808,0.726,-8.435,0.252,0.0208,0.276,0.129,0.616,96.12,221027.0,0
Cheryl Lynn,Got to Be Real,0.837,0.455,-15.326,0.0354,0.0296,0.589,0.0398,0.922,114.762,307293.0,5
Shakira,Hips Don't Lie (feat. Wyclef Jean),0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,218093.0,0
